date,states,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,lastModified,total,totalTestResults,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash
20200522,56,1606982,11929381,3709.0,39989.0,182385.0,9048.0,7689.0,4716.0,633.0,350135.0,2020-05-22T00:00:00Z,92234.0,182385.0,2020-05-22T00:00:00Z,13540072,13536363,13536363,1341,4046,385791,24555,410346,aed67643d0e6b52fe091acee673ff2259edae3e3
20200521,56,1582427,11543590,3641.0,41191.0,178339.0,9090.0,7412.0,4868.0,616.0,298418.0,2020-05-21T00:00:00Z,90893.0,178339.0,2020-05-21T00:00:00Z,13129658,13126017,13126017,1394,4630,436275,26566,462841,7d17e70c69979377c8521fc2aa1dbe894180979a
20200520,56,1555861,11107315,2973.0,41762.0,173709.0,9522.0,7319.0,4911.0,613.0,294312.0,2020-05-20T00:00:00Z,89499.0,173709.0,2020-05-20T00:00:00Z,12666149,12663176,12663176,1399,1996,387243,21318,408561,c6d4aaf926f859614e3df22df5643a6763e51a2f
20200519,56,1534543,10720072,2944.0,41872.0,171713.0,9597.0,7217.0,5032.0,606.0,289484.0,2020-05-19T00:00:00Z,88100.0,171713.0,2020-05-19T00:00:00Z,12257559,12254615,12254615,1326,1597,381974,20899,402873,37fac10a239ca5f6f58deab82f06f637ab003941
20200518,56,1513644,10338098,3596.0,41748.0,170116.0,9755.0,7064.0,5257.0,602.0,283178.0,2020-05-18T00:00:00Z,86774.0,170116.0,2020-05-18T00:00:00Z,11855338,11851742,11851742,848,1157,335177,21016,356193,7994a88b8ee4c60ab87913d863a8de95cbab8c34
20200517,56,1492628,10002921,3449.0,41785.0,168959.0,9932.0,7003.0,5467.0,593.0,272265.0,2020-05-17T00:00:00Z,85926.0,168959.0,2020-05-17T00:00:00Z,11498998,11495549,11495549,849,1199,351570,20034,371604,852e2e1d1052046105477774fe23baf2531aca04
20200516,56,1472594,9651351,3788.0,43396.0,167760.0,10277.0,6945.0,5529.0,592.0,268376.0,2020-05-16T00:00:00Z,85077.0,167760.0,2020-05-16T00:00:00Z,11127733,11123945,11123945,988,1856,338158,24678,362836,5a9d569e07206f3a24602c0885b7ed172ef491b5
20200515,56,1447916,9313193,2457.0,44491.0,165904.0,10472.0,6890.0,5746.0,589.0,250747.0,2020-05-15T00:00:00Z,84089.0,165904.0,2020-05-15T00:00:00Z,10763566,10761109,10761109,1507,1353,334713,24684,359397,255ef35b55e7e9faa051741f3c0e8c2def0b1302
20200514,56,1423232,8978480,2673.0,45790.0,164551.0,10656.0,6795.0,5940.0,582.0,246414.0,2020-05-14T00:00:00Z,82582.0,164551.0,2020-05-14T00:00:00Z,10404385,10401712,10401712,1880,3206,338711,26798,365509,92c5f560a0da3c8328a1d83d012e094abd4d56e7
20200513,56,1396434,8639769,1983.0,46926.0,161345.0,10978.0,6713.0,6156.0,572.0,243430.0,2020-05-13T00:00:00Z,80702.0,161345.0,2020-05-13T00:00:00Z,10038186,10036203,10036203,1704,1809,299164,21272,320436,4345580f1097c2c7a62d6af6ebe89b133490cd1b
20200512,56,1375162,8340605,1803.0,47596.0,159536.0,11241.0,5595.0,6352.0,559.0,238857.0,2020-05-12T00:00:00Z,78998.0,159536.0,2020-05-12T00:00:00Z,9717570,9715767,9715767,1486,1579,286983,22701,309684,eb440d54ed95410a8176871e5e5cb3ae62af2b13
20200511,56,1352461,8053622,1989.0,46552.0,157957.0,11147.0,6488.0,6350.0,551.0,232142.0,2020-05-11T00:00:00Z,77512.0,157957.0,2020-05-11T00:00:00Z,9408072,9406083,9406083,892,1238,365238,18239,383477,6e9d764e8df0742670a8fbe9ef89c714a4041b2f
20200510,56,1334222,7688384,3095.0,47163.0,156719.0,11393.0,6445.0,6395.0,547.0,215591.0,2020-05-10T00:00:00Z,76620.0,156719.0,2020-05-10T00:00:00Z,9025701,9022606,9022606,1036,1055,245353,21391,266744,cb40fed825feb5ee2d8284ce57b06a7276fc39c0
20200509,56,1312831,7443031,3054.0,48768.0,155664.0,11496.0,6367.0,6551.0,543.0,211976.0,2020-05-09T00:00:00Z,75584.0,155664.0,2020-05-09T00:00:00Z,8758916,8755862,8755862,1445,1708,267236,24788,292024,4ad319d11c377e29c3381a20611d997343d9d986
20200508,56,1288043,7175795,3307.0,49992.0,153956.0,11780.0,6294.0,6788.0,531.0,198459.0,2020-05-08T00:00:00Z,74139.0,153956.0,2020-05-08T00:00:00Z,8467145,8463838,8463838,1798,6892,271123,27647,298770,a073807bf9a42e358f24513e2218241168ac3b02
20200507,56,1260396,6904672,3171.0,51683.0,147064.0,12137.0,5174.0,7070.0,529.0,194528.0,2020-05-07T00:00:00Z,72341.0,147064.0,2020-05-07T00:00:00Z,8168239,8165068,8165068,2752,3742,275015,27560,302575,eb954d1dfafa0645219dcc9aae8498c493d2a51d
20200506,56,1232836,6629657,2742.0,52773.0,143322.0,12478.0,4911.0,4753.0,449.0,189425.0,2020-05-06T00:00:00Z,69589.0,143322.0,2020-05-06T00:00:00Z,7865235,7862493,7862493,1950,2119,220849,25096,245945,411d9477c56c683eea5a9dbb874dfe0cd8c487af
20200505,56,1207740,6408808,2633.0,53455.0,141203.0,12629.0,4794.0,4818.0,439.0,189336.0,2020-05-05T00:00:00Z,67639.0,141203.0,2020-05-05T00:00:00Z,7619181,7616548,7616548,2452,1983,250081,22446,272527,ca8bb8c741913a551dd8fb9b2e3d95c19535f551
20200504,56,1185294,6158727,2791.0,52634.0,139220.0,12696.0,4579.0,4848.0,430.0,186752.0,2020-05-04T00:00:00Z,65187.0,139220.0,2020-05-04T00:00:00Z,7346812,7344021,7344021,1035,1651,209668,22646,232314,db325338dd0497af0f5429cf1d4f3b84ffe0cd41
20200503,56,1162648,5949059,2812.0,52857.0,137569.0,12722.0,4502.0,4761.0,425.0,179733.0,2020-05-03T00:00:00Z,64152.0,137569.0,2020-05-03T00:00:00Z,7114519,7111707,7111707,1231,1963,211117,25707,236824,3fb1a3eb73037dc7fe0e9ee09b4170d6028a6631
20200502,56,1136941,5737942,1578.0,54278.0,135606.0,12904.0,4386.0,4845.0,375.0,174987.0,2020-05-02T00:00:00Z,62921.0,135606.0,2020-05-02T00:00:00Z,6876461,6874883,6874883,1564,2031,218321,29148,247469,cc8787423429be56479fe577d0c815bcc45cc9eb
20200501,56,1107793,5519621,1639.0,55122.0,133575.0,12845.0,4300.0,4707.0,376.0,163644.0,2020-05-01T00:00:00Z,61357.0,133575.0,2020-05-01T00:00:00Z,6629053,6627414,6627414,1777,9789,263100,33029,296129,d6ea4f79d8f2e14a4e32a72131f2f1054e103290
20200430,56,1074764,5256521,2775.0,55114.0,123786.0,13255.0,4192.0,4712.0,373.0,154648.0,2020-04-30T00:00:00Z,59580.0,123786.0,2020-04-30T00:00:00Z,6334060,6331285,6331285,2140,2290,203903,29549,233452,cb9b828cd51b47e55526381d245e85ea951366fc
20200429,56,1045215,5052618,4832.0,56206.0,121496.0,13535.0,4093.0,4796.0,365.0,147165.0,2020-04-29T00:00:00Z,57440.0,121496.0,2020-04-29T00:00:00Z,6102665,6097833,6097833,2713,3415,212653,26725,239378,b3e7200c1b637b1eb8584588e1662051d9c102bb
20200428,56,1018490,4839965,4206.0,56255.0,118081.0,13562.0,3798.0,4760.0,195.0,139041.0,2020-04-28T00:00:00Z,54727.0,118081.0,2020-04-28T00:00:00Z,5862661,5858455,5858455,2072,2079,181953,25282,207235,999763bd5962dcb828676dfe2ffdcf0b1df3726e
20200427,56,993208,4658012,4077.0,56191.0,116002.0,13812.0,3720.0,4867.0,195.0,121323.0,2020-04-27T00:00:00Z,52655.0,116002.0,2020-04-27T00:00:00Z,5655297,5651220,5651220,1270,3076,173380,22700,196080,263ea3f40df9526aa88d38a84306f0e51d4dcc7f
20200426,56,970508,4484632,4445.0,56186.0,112926.0,14099.0,2571.0,5121.0,227.0,116529.0,2020-04-26T00:00:00Z,51385.0,112926.0,2020-04-26T00:00:00Z,5459585,5455140,5455140,1214,2192,179284,27311,206595,ea1542909e027c1618cbc8fa53799754b83a5e03
20200425,56,943197,4305348,5315.0,57377.0,110734.0,14414.0,2516.0,5266.0,227.0,112539.0,2020-04-25T00:00:00Z,50171.0,110734.0,2020-04-25T00:00:00Z,5253860,5248545,5248545,1748,2456,240717,35871,276588,23016e19d95cf1dfe596ce8b3a50894832978c2a
20200424,56,907326,4064631,4396.0,57300.0,108278.0,14602.0,2468.0,5187.0,227.0,101296.0,2020-04-24T00:00:00Z,48423.0,108278.0,2020-04-24T00:00:00Z,4976353,4971957,4971957,1895,2338,202285,34238,236523,933bff0142504b2b0806a2c2b91e31c35fa13078
20200423,56,873088,3862346,4258.0,58989.0,105940.0,14744.0,2428.0,5464.0,227.0,96921.0,2020-04-23T00:00:00Z,46528.0,105940.0,2020-04-23T00:00:00Z,4739692,4735434,4735434,1791,2802,161630,31807,193437,3ca8c66e2e8f5ef38f4209a314b5bdb121dd6461
20200422,56,841281,3700716,4191.0,59205.0,103138.0,15015.0,2370.0,5474.0,227.0,92978.0,2020-04-22T00:00:00Z,44737.0,103138.0,2020-04-22T00:00:00Z,4546188,4541997,4541997,2098,3087,295229,28955,324184,fdd80678ab1fc25c3df80b867539174ae2bcd9b0
20200421,56,812326,3405487,3956.0,59780.0,100051.0,14941.0,2315.0,5514.0,214.0,72842.0,2020-04-21T00:00:00Z,42639.0,100051.0,2020-04-21T00:00:00Z,4221769,4217813,4217813,2467,2682,127063,26361,153424,a7dc2be0aee5dd7ac8678771d80e11799cb4ade5
20200420,56,785965,3278424,4037.0,56783.0,97369.0,14489.0,2193.0,5567.0,214.0,69493.0,2020-04-20T00:00:00Z,40172.0,97369.0,2020-04-20T00:00:00Z,4068426,4064389,4064389,1798,2211,120369,25899,146268,560980a9ea0de6e9724e6f57a03f1c70766152b0
20200419,56,760066,3158055,11324.0,56526.0,95158.0,14410.0,2145.0,5603.0,214.0,67205.0,2020-04-19T00:00:00Z,38374.0,95158.0,2020-04-19T00:00:00Z,3929445,3918121,3918121,1772,2239,126832,27387,154219,1fc9c2a98484f476799c9043ddba872440644a0c
20200418,56,732679,3031223,9906.0,57761.0,92919.0,14768.0,2096.0,5729.0,205.0,62840.0,2020-04-18T00:00:00Z,36602.0,92919.0,2020-04-18T00:00:00Z,3773808,3763902,3763902,1893,3563,118251,27906,146157,22b41490f06a563f42ea095067a82d423a4f6af1
20200417,56,704773,2912972,10889.0,58895.0,89356.0,14890.0,2052.0,6096.0,148.0,53533.0,2020-04-17T00:00:00Z,34709.0,89356.0,2020-04-17T00:00:00Z,3628634,3617745,3617745,2120,3405,127342,32013,159355,8ced12801ff695209c3781d131eb23f32fcc5ccf
20200416,56,672760,2785630,16927.0,59499.0,85951.0,15130.0,1834.0,5940.0,137.0,48851.0,2020-04-16T00:00:00Z,32589.0,85951.0,2020-04-16T00:00:00Z,3475317,3458390,3458390,2200,3071,133173,30979,164152,c25f5dca2d9b3a77292fa794414e1283851cc123
20200415,56,641781,2652457,16901.0,59940.0,82880.0,14647.0,1783.0,6032.0,223.0,43435.0,2020-04-15T00:00:00Z,30389.0,82880.0,2020-04-15T00:00:00Z,3311139,3294238,3294238,2544,4434,107024,30309,137333,3aca08895d41f43014587cfc7739f8582d3925dc
20200414,56,611472,2545433,16615.0,59601.0,78446.0,14039.0,1715.0,5975.0,221.0,39268.0,2020-04-14T00:00:00Z,27845.0,78446.0,2020-04-14T00:00:00Z,3173520,3156905,3156905,2336,3282,126412,25709,152121,faa2ecec8c5796745c8c28bdcb910c61fab17475
20200413,56,585763,2419021,17159.0,56195.0,75164.0,13632.0,1628.0,6168.0,210.0,35372.0,2020-04-13T00:00:00Z,25509.0,75164.0,2020-04-13T00:00:00Z,3021943,3004784,3004784,1644,4285,109349,25200,134549,5e98bb24cdfff2a85ae08bcd0b9a224d1b1d0699
20200412,56,560563,2309672,16419.0,55426.0,70879.0,13623.0,1455.0,5986.0,160.0,34081.0,2020-04-12T00:00:00Z,23865.0,70879.0,2020-04-12T00:00:00Z,2886654,2870235,2870235,1703,3288,111204,27763,138967,4d457b77f365f58f96af55b66cbd159d1d3acc2d
20200411,56,532800,2198468,16593.0,55572.0,67591.0,13280.0,1405.0,5978.0,154.0,31567.0,2020-04-11T00:00:00Z,22162.0,67591.0,2020-04-11T00:00:00Z,2747861,2731268,2731268,2055,2825,106592,30506,137098,199ab4b6100e2749d7a47d9f9043988f100dced5
20200410,56,502294,2091876,17435.0,52723.0,64766.0,12698.0,1185.0,5937.0,41.0,28997.0,2020-04-10T00:00:00Z,20107.0,64766.0,2020-04-10T00:00:00Z,2611605,2594170,2594170,2108,4934,124192,34383,158575,d0822d8a82e25361a8742bd8da94e9e11ae73d9b
20200409,56,467911,1967684,17622.0,50859.0,59832.0,12254.0,924.0,5794.0,39.0,24819.0,2020-04-09T00:00:00Z,17999.0,59832.0,2020-04-09T00:00:00Z,2453217,2435595,2435595,2043,3923,136748,34495,171243,4f4811f71616a45f0c0e16e2ad41cd61f49f841a
20200408,56,433416,1830936,17219.0,45141.0,55909.0,10180.0,1013.0,4131.0,216.0,21102.0,2020-04-08T00:00:00Z,15956.0,55909.0,2020-04-08T00:00:00Z,2281571,2264352,2264352,2010,4311,117154,30595,147749,d49636cba5a009e2af8ac1ff165c39927cf0d8ef
20200407,56,402821,1713782,16548.0,43465.0,51598.0,9821.0,889.0,4076.0,151.0,18443.0,2020-04-07T00:00:00Z,13946.0,51598.0,2020-04-07T00:00:00Z,2133151,2116603,2116603,2024,2981,123604,30885,154489,ccaae9900fa293c7103c1a462709d579afdeee2d
20200406,56,371936,1590178,17283.0,35856.0,48617.0,6943.0,814.0,2961.0,147.0,16554.0,2020-04-06T00:00:00Z,11922.0,48617.0,2020-04-06T00:00:00Z,1979397,1962114,1962114,1318,2946,123253,29002,152255,7bdb492c4a9f53578172bc31bd36dbaddf8b8c93
20200405,56,342934,1466925,17303.0,31875.0,45671.0,5677.0,760.0,652.0,147.0,14513.0,2020-04-05T00:00:00Z,10604.0,45671.0,2020-04-05T00:00:00Z,1827162,1809859,1809859,1340,3903,94299,25500,119799,bab3b241ba234c98db9c86117a90162721f402d0
20200404,56,317434,1372626,15569.0,29987.0,41768.0,5383.0,554.0,656.0,147.0,12816.0,2020-04-04T00:00:00Z,9264.0,41768.0,2020-04-04T00:00:00Z,1705629,1690060,1690060,1482,5086,196066,33212,229278,f782ccc7f29b57173f5bfd5499a0ad1495775e6a
20200403,56,284222,1176560,61976.0,25472.0,36682.0,4811.0,486.0,605.0,147.0,10861.0,2020-04-03T00:00:00Z,7782.0,36682.0,2020-04-03T00:00:00Z,1522758,1460782,1460782,1286,4554,101013,32076,133089,e22d16fde28e0223655503542173bce0a8f19bac
20200402,56,252146,1075547,62097.0,22764.0,32128.0,4410.0,456.0,574.0,140.0,8586.0,2020-04-02T00:00:00Z,6496.0,32128.0,2020-04-02T00:00:00Z,1389790,1327693,1327693,1172,4175,91058,28060,119118,aaff599a781f9607c2ba9f0c7f77ccfa6006a2d5
20200401,56,224086,984489,59665.0,20775.0,27953.0,3937.0,407.0,561.0,140.0,7084.0,2020-04-01T00:00:00Z,5324.0,27953.0,2020-04-01T00:00:00Z,1268240,1208575,1208575,1010,4228,82981,25791,108772,b3829badb8e9f8652d970e37b5ce9e93d24d8558
20200331,56,198295,901508,59518.0,18082.0,23725.0,3487.0,236.0,507.0,,5666.0,2020-03-31T00:00:00Z,4314.0,23725.0,2020-03-31T00:00:00Z,1159321,1099803,1099803,890,3906,87657,24853,112510,c2ae63d52663b5dcc9409a81fa41cb39f36333f3
20200330,56,173442,813851,65369.0,15772.0,19819.0,3087.0,187.0,451.0,,4560.0,2020-03-30T00:00:00Z,3424.0,19819.0,2020-03-30T00:00:00Z,1052662,987293,987293,589,2536,96706,22042,118748,82550db2c4984a2faaa0fcaf589d763d033addcb
20200329,56,151400,717145,65545.0,14026.0,17283.0,2456.0,156.0,439.0,,4052.0,2020-03-29T00:00:00Z,2835.0,17283.0,2020-03-29T00:00:00Z,934090,868545,868545,521,2775,68187,19581,87768,d3635e8042c627e28043d159464b2bb933e9f3b7
20200328,56,131819,648958,65709.0,12350.0,14508.0,2174.0,140.0,390.0,,3143.0,2020-03-28T00:00:00Z,2314.0,14508.0,2020-03-28T00:00:00Z,846486,780777,780777,538,2425,87375,19692,107067,47291433bc63b24ff8932247abdf3da2e9cc13f4
20200327,56,112127,561583,60091.0,10932.0,12083.0,1792.0,124.0,324.0,,2418.0,2020-03-27T00:00:00Z,1776.0,12083.0,2020-03-27T00:00:00Z,733801,673710,673710,406,2563,83781,19128,102909,20e6d58a17e608a03e46b24b4a01311b3ee6ce1e
20200326,56,92999,477802,60251.0,7757.0,9520.0,1299.0,91.0,258.0,,97.0,2020-03-26T00:00:00Z,1370.0,9520.0,2020-03-26T00:00:00Z,631052,570801,570801,320,2499,84311,17720,102031,7ffadc86d5ba9a725acbe621555f32b1f86308a2
20200325,56,75279,393491,51235.0,5062.0,7021.0,,74.0,167.0,,146.0,2020-03-25T00:00:00Z,1050.0,7021.0,2020-03-25T00:00:00Z,520005,468770,468770,235,1904,71728,12908,84636,2e7da6b2900e763fbd6883d8b6df72f2a97af178
20200324,56,62371,321763,14433.0,3902.0,5117.0,,,,,,2020-03-24T00:00:00Z,815.0,5117.0,2020-03-24T00:00:00Z,398567,384134,384134,234,1180,58695,10769,69464,a5d4220360d1c015325abb76b9761b5c1a2d69ec
20200323,56,51602,263068,14571.0,2770.0,3937.0,,,,,,2020-03-23T00:00:00Z,581.0,3937.0,2020-03-23T00:00:00Z,329241,314670,314670,101,914,46894,11439,58333,f61f0d58535ac0c8011abaa6e11e53e9ad8b003f
20200322,56,40163,216174,2842.0,2155.0,3023.0,,,,,,2020-03-22T00:00:00Z,480.0,3023.0,2020-03-22T00:00:00Z,259179,256337,256337,146,1003,36456,9125,45581,167069e48fe00c384394679ad0fa225f42e80a69
20200321,56,31038,179718,3468.0,1436.0,2020.0,,,,,,2020-03-21T00:00:00Z,334.0,2020.0,2020-03-21T00:00:00Z,214224,210756,210756,62,1912,38628,6793,45421,4b8e97a8a431ecdfda932289989c19d9640d5ba6
20200320,56,24245,141090,3330.0,1042.0,108.0,,,,,,2020-03-20T00:00:00Z,272.0,108.0,2020-03-20T00:00:00Z,168665,165335,165335,69,23,30568,6147,36715,516a6ee00503b11ada5bf43e828220515c67eb96
20200319,56,18098,110522,3016.0,617.0,85.0,,,,,,2020-03-19T00:00:00Z,203.0,85.0,2020-03-19T00:00:00Z,131636,128620,128620,48,18,23323,4651,27974,ab3e4b905e8d4913a278a24a0c68bedba0b58a49
20200318,56,13447,87199,2526.0,416.0,67.0,,,,,,2020-03-18T00:00:00Z,155.0,67.0,2020-03-18T00:00:00Z,103172,100646,100646,32,12,22068,3089,25157,d3ba75c770f84224ac8f3187195d0938f93e96c8
20200317,56,10358,65131,1687.0,325.0,55.0,,,,,,2020-03-17T00:00:00Z,123.0,55.0,2020-03-17T00:00:00Z,77176,75489,75489,23,13,13945,3550,17495,e7313273e9498fb541694dc6ca72ba355f03ddf1
20200316,56,6808,51186,1691.0,,42.0,,,,,,2020-03-16T00:00:00Z,100.0,42.0,2020-03-16T00:00:00Z,59685,57994,57994,21,6,16525,1494,18019,8a9aa23e5f73a92b944cde9bea327eb1efd9ce8b
20200315,51,5314,34661,2242.0,,36.0,,,,,,2020-03-15T00:00:00Z,79.0,36.0,2020-03-15T00:00:00Z,42217,39975,39975,15,10,6553,1115,7668,f5c9c0639a58f38c63fed9383fd101f13e8b935c
20200314,51,4199,28108,1236.0,,26.0,,,,,,2020-03-14T00:00:00Z,64.0,26.0,2020-03-14T00:00:00Z,33543,32307,32307,9,4,3852,808,4660,3b5b13e640c498a61e14793a338264f7247f2879
20200313,51,3391,24256,1130.0,,22.0,,,,,,2020-03-13T00:00:00Z,55.0,22.0,2020-03-13T00:00:00Z,28777,27647,27647,4,6,8318,951,9269,6783a23fc71cf29a0229db20fca5163232da35a0
20200312,51,2440,15938,673.0,,16.0,,,,,,2020-03-12T00:00:00Z,51.0,16.0,2020-03-12T00:00:00Z,19051,18378,18378,8,5,4750,606,5356,1451f36feac5f9184c2b7ad6e7dbbdda2f242741
20200311,51,1834,11188,563.0,,11.0,,,,,,2020-03-11T00:00:00Z,43.0,11.0,2020-03-11T00:00:00Z,13585,13022,13022,6,3,3421,449,3870,89251cf6a16d5c512022f9b43b83813d267e23a6
20200310,51,1385,7767,469.0,,8.0,,,,,,2020-03-10T00:00:00Z,37.0,8.0,2020-03-10T00:00:00Z,9621,9152,9152,2,0,2184,335,2519,006f4796fe79b2fe4a0f6544ccd38203dec516f0
20200309,51,1050,5583,313.0,,8.0,,,,,,2020-03-09T00:00:00Z,35.0,8.0,2020-03-09T00:00:00Z,6946,6633,6633,4,2,1534,257,1791,be650c97bfdeff9c8defd5a42c0423bf4fa24d0a
20200308,51,793,4049,347.0,,6.0,,,,,,2020-03-08T00:00:00Z,31.0,6.0,2020-03-08T00:00:00Z,5189,4842,4842,4,0,716,175,891,513f84e311b252394c2a6f1335362b15edf917ba
20200307,51,618,3333,602.0,,6.0,,,,,,2020-03-07T00:00:00Z,27.0,6.0,2020-03-07T00:00:00Z,4553,3951,3951,1,0,661,160,821,cd118b406b27fa2c14fedf51a8bc4606667ce2d1
20200306,37,458,2672,458.0,,6.0,,,,,,2020-03-06T00:00:00Z,26.0,6.0,2020-03-06T00:00:00Z,3588,3130,3130,6,1,723,100,823,815f9b6a0bbc0ec9e3fdcba00c7437a3429eb028
20200305,25,358,1949,197.0,,5.0,,,,,,2020-03-05T00:00:00Z,20.0,5.0,2020-03-05T00:00:00Z,2504,2307,2307,4,1,532,99,631,97c301d16d60e86e9c23437b2094fb5a33ff6424
20200304,18,259,1417,103.0,,4.0,,,,,,2020-03-04T00:00:00Z,16.0,4.0,2020-03-04T00:00:00Z,1779,1676,1676,2,4,971,133,1104,a0c1db244272352b4267a9666ee35a1831672731
20200303,6,126,446,,,,,,,,,2020-03-03T00:00:00Z,14.0,,2020-03-03T00:00:00Z,572,572,572,3,0,203,41,244,843f99203fe8e103e33be57dcdf8ce42cf9bc97c
20200302,6,85,243,,,,,,,,,2020-03-02T00:00:00Z,11.0,,2020-03-02T00:00:00Z,328,328,328,3,0,158,40,198,0dbf0f7f44027f3502bac3535542a5e437a9081a
20200301,6,45,85,,,,,,,,,2020-03-01T00:00:00Z,8.0,,2020-03-01T00:00:00Z,130,130,130,3,0,61,27,88,018bc6d00fd64a77414f423a82714017e60f967d
20200229,4,18,24,,,,,,,,,2020-02-29T00:00:00Z,5.0,,2020-02-29T00:00:00Z,42,42,42,1,0,24,18,42,e8bfe9db6d823a5eb909810abef9887d2fbb9898
20200228,4,0,0,,,,,,,,,2020-02-28T00:00:00Z,4.0,,2020-02-28T00:00:00Z,0,0,0,2,0,0,0,0,e32d96910062fcdd632e72d59dd6218420709f43
20200227,4,0,0,,,,,,,,,2020-02-27T00:00:00Z,2.0,,2020-02-27T00:00:00Z,0,0,0,0,0,0,0,0,7a6b9c55e5b2e48605fbbb652ed9d8f6ce0c516f
20200226,3,0,0,,,,,,,,,2020-02-26T00:00:00Z,2.0,,2020-02-26T00:00:00Z,0,0,0,2,0,0,0,0,7fd18cfd695b3876452a4759c07cd74b431c70c1
20200225,3,0,0,,,,,,,,,2020-02-25T00:00:00Z,0.0,,2020-02-25T00:00:00Z,0,0,0,0,0,0,0,0,546df3c71998c4cf4188373d077f4cedc6933d9a
20200224,3,0,0,,,,,,,,,2020-02-24T00:00:00Z,0.0,,2020-02-24T00:00:00Z,0,0,0,0,0,0,0,0,892a45536b84803c54018d56c49b4613372218e7
20200223,3,0,0,,,,,,,,,2020-02-23T00:00:00Z,0.0,,2020-02-23T00:00:00Z,0,0,0,0,0,0,0,0,f1629457f5b903efc056266d3a003a077fe44425
20200222,3,0,0,,,,,,,,,2020-02-22T00:00:00Z,0.0,,2020-02-22T00:00:00Z,0,0,0,0,0,0,0,0,4df67d2b63bed863d76d69d00698ebdcdc31b3f3
20200221,3,0,0,,,,,,,,,2020-02-21T00:00:00Z,0.0,,2020-02-21T00:00:00Z,0,0,0,0,0,0,0,0,7f0ac856ef16728ed819d4e3b659102c49f6e43a
20200220,3,0,0,,,,,,,,,2020-02-20T00:00:00Z,0.0,,2020-02-20T00:00:00Z,0,0,0,0,0,0,0,0,1a9852cb7d8d92b28347aab35eb5606e372cadd5
20200219,3,0,0,,,,,,,,,2020-02-19T00:00:00Z,0.0,,2020-02-19T00:00:00Z,0,0,0,0,0,0,0,0,2c972a64785dd342fbad97e1f5cd9a407c7ac107
20200218,3,0,0,,,,,,,,,2020-02-18T00:00:00Z,0.0,,2020-02-18T00:00:00Z,0,0,0,0,0,0,0,0,b9771c64ca39cb7675bfcdd2c13a4f720f069aba
20200217,3,0,0,,,,,,,,,2020-02-17T00:00:00Z,0.0,,2020-02-17T00:00:00Z,0,0,0,0,0,0,0,0,821066754b993d15d0e3bd05685c12a7cfe5cb90
20200216,3,0,0,,,,,,,,,2020-02-16T00:00:00Z,0.0,,2020-02-16T00:00:00Z,0,0,0,0,0,0,0,0,d1632c4c6ea11aa1d09af42a855d36db099d88c4
20200215,3,0,0,,,,,,,,,2020-02-15T00:00:00Z,0.0,,2020-02-15T00:00:00Z,0,0,0,0,0,0,0,0,2dc9b940ebd2554cd84851a061392a921bbeb8fe
20200214,3,0,0,,,,,,,,,2020-02-14T00:00:00Z,0.0,,2020-02-14T00:00:00Z,0,0,0,0,0,0,0,0,214f6ca03432d7f44929bddd86d47bd61a2e1d7e
20200213,3,0,0,,,,,,,,,2020-02-13T00:00:00Z,0.0,,2020-02-13T00:00:00Z,0,0,0,0,0,0,0,0,399329390bce10053bffcf0d122965a19a3a93a9
20200212,3,0,0,,,,,,,,,2020-02-12T00:00:00Z,0.0,,2020-02-12T00:00:00Z,0,0,0,0,0,0,0,0,68df6880bf30101ac41e4b6a21dbd8787c7d4a71
20200211,3,0,0,,,,,,,,,2020-02-11T00:00:00Z,0.0,,2020-02-11T00:00:00Z,0,0,0,0,0,0,0,0,dd890414f05d64e4fbc01124e0964c9b5b8a1af3
20200210,3,0,0,,,,,,,,,2020-02-10T00:00:00Z,0.0,,2020-02-10T00:00:00Z,0,0,0,0,0,0,0,0,5c4dde7942c1a28345dc78492e2a9c5afd52cc62
20200209,2,0,0,,,,,,,,,2020-02-09T00:00:00Z,,,2020-02-09T00:00:00Z,0,0,0,0,0,0,0,0,69ce4ee6b68fbf3c0eea00424415f9af7f342956
20200208,2,0,0,,,,,,,,,2020-02-08T00:00:00Z,,,2020-02-08T00:00:00Z,0,0,0,0,0,0,0,0,435f978d8dea79d19330ac9edb3f96fde50953df
20200207,2,0,0,,,,,,,,,2020-02-07T00:00:00Z,,,2020-02-07T00:00:00Z,0,0,0,0,0,0,0,0,98d1490aa9817eb65d40f5ae6b09b3f58ff7d9ce
20200206,2,0,0,,,,,,,,,2020-02-06T00:00:00Z,,,2020-02-06T00:00:00Z,0,0,0,0,0,0,0,0,6424ce9e48ad97b680db81aa6c0d06c09a473f69
20200205,2,0,0,,,,,,,,,2020-02-05T00:00:00Z,,,2020-02-05T00:00:00Z,0,0,0,0,0,0,0,0,9a8c8b7eac1d419c7aa04a84bc9bc7ec0bb92da7
20200204,2,0,0,,,,,,,,,2020-02-04T00:00:00Z,,,2020-02-04T00:00:00Z,0,0,0,0,0,0,0,0,16c916bcaa18b0aa6f02f6c97718e50c5443cd9c
